#STN  YY   MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#txt  yr   mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi  hPa    ft
PTBM6 2012 02 24 15 18 220  7.7  8.2    MM    MM    MM  MM 1011.3  19.4    MM    MM   MM   MM    MM
PTBM6 2012 02 24 15 12 220  6.7  8.2    MM    MM    MM  MM 1011.4  19.2    MM    MM   MM   MM    MM
PTBM6 2012 02 24 15 06 220  6.2  7.2    MM    MM    MM  MM 1011.5  18.9    MM    MM   MM   MM    MM
PTBM6 2012 02 24 15 00 210  6.2  7.2    MM    MM    MM  MM 1011.5  18.7    MM    MM   MM +1.8    MM
PTCR1 2012 02 24 15 36  60  4.6  5.7    MM    MM    MM  MM 1005.5   2.1    MM    MM   MM   MM    MM
PTCR1 2012 02 24 15 30  60  5.1  6.7    MM    MM    MM  MM 1005.6   1.9    MM    MM   MM   MM    MM
PTCR1 2012 02 24 15 24  60  4.6  7.2    MM    MM    MM  MM 1005.8   2.0    MM    MM   MM   MM    MM
PTCR1 2012 02 24 15 18  60  5.7  7.2    MM    MM    MM  MM 1005.8   1.9    MM    MM   MM   MM    MM
PTCR1 2012 02 24 15 12  60  5.1  6.7    MM    MM    MM  MM 1005.9   1.9    MM    MM   MM   MM    MM
PTCR1 2012 02 24 15 06  70  5.1  7.2    MM    MM    MM  MM 1005.9   1.9    MM    MM   MM   MM    MM
PTCR1 2012 02 24 15 00  60  6.2  7.2    MM    MM    MM  MM 1006.0   1.9    MM    MM   MM -1.3    MM
PTGC1 2012 02 24 15 00 170  2.6  5.1    MM    MM    MM  MM 1016.5  10.5    MM    MM   MM +2.4    MM
PTIM4 2012 02 24 15 36 340  5.1  6.2    MM    MM    MM  MM 1001.2  -2.9    MM    MM   MM   MM    MM
PTIM4 2012 02 24 15 30 340  5.1  6.7    MM    MM    MM  MM 1001.2  -3.0    MM    MM   MM   MM    MM
PTIM4 2012 02 24 15 24 340  5.7  6.2    MM    MM    MM  MM 1001.3  -3.0    MM    MM   MM   MM    MM
PTIM4 2012 02 24 15 18 340  5.1  6.2    MM    MM    MM  MM 1001.3  -3.0    MM    MM   MM   MM    MM
PTIM4 2012 02 24 15 12 340  4.6  5.7    MM    MM    MM  MM 1001.4  -3.0    MM    MM   MM   MM    MM
PTIM4 2012 02 24 15 06 340  4.6  5.7    MM    MM    MM  MM 1001.4  -3.0    MM    MM   MM   MM    MM
PTIM4 2012 02 24 15 00 340  4.6  5.7    MM    MM    MM  MM 1001.5  -3.0    MM    MM   MM -0.8    MM
PTIT2 2012 02 24 15 36  10 12.4 16.5    MM    MM    MM  MM     MM  18.4  19.8    MM   MM   MM    MM
PTIT2 2012 02 24 15 30 360 12.4 16.0    MM    MM    MM  MM     MM  18.4  19.8    MM   MM   MM    MM
PTIT2 2012 02 24 15 24  10 12.4 16.5    MM    MM    MM  MM     MM  18.5  19.8    MM   MM   MM    MM
PTIT2 2012 02 24 15 18 360 11.3 14.9    MM    MM    MM  MM     MM  18.5  19.8    MM   MM   MM    MM
PTIT2 2012 02 24 15 12  10 12.9 17.5    MM    MM    MM  MM     MM  18.6  19.8    MM   MM   MM    MM
PTIT2 2012 02 24 15 06 360 11.3 16.5    MM    MM    MM  MM     MM  18.7  19.8    MM   MM   MM    MM
PTIT2 2012 02 24 15 00  10 11.8 18.0    MM    MM    MM  MM     MM  18.7  19.8    MM   MM   MM    MM
PTWW1 2012 02 24 15 36 140 11.3 14.4    MM    MM    MM  MM 1016.0   6.1   7.3    MM   MM   MM    MM
PTWW1 2012 02 24 15 30 140  9.3 11.3    MM    MM    MM  MM 1016.3   6.1   7.3    MM   MM   MM    MM
PTWW1 2012 02 24 15 24 140 10.8 14.4    MM    MM    MM  MM 1016.4   6.1   7.3    MM   MM   MM    MM
PTWW1 2012 02 24 15 18 140  9.8 11.3    MM    MM    MM  MM 1016.7   6.1   7.3    MM   MM   MM    MM
PTWW1 2012 02 24 15 12 140  7.7 11.8    MM    MM    MM  MM 1016.9   6.1   7.3    MM   MM   MM    MM
PTWW1 2012 02 24 15 06 140  9.8 11.3    MM    MM    MM  MM 1017.0   6.0   7.3    MM   MM   MM    MM
PTWW1 2012 02 24 15 00 140  8.2 10.3    MM    MM    MM  MM 1017.4   6.1   7.3    MM   MM -3.5    MM
PVGF1 2012 02 24 15 30 170  5.7  7.2    MM    MM    MM  MM 1017.8  25.1    MM  21.3   MM   MM    MM
PVGF1 2012 02 24 15 24 160  5.7  7.2    MM    MM    MM  MM 1017.8  25.0    MM  21.2   MM   MM    MM
PVGF1 2012 02 24 15 18 170  5.7  7.2    MM    MM    MM  MM 1017.7  25.0    MM  21.3   MM   MM    MM
PVGF1 2012 02 24 15 12 170  5.7  7.7    MM    MM    MM  MM 1017.7  24.9    MM  21.3   MM   MM    MM
PVGF1 2012 02 24 15 06 170  5.7  6.7    MM    MM    MM  MM 1017.7  25.0    MM  21.4   MM   MM    MM
PVGF1 2012 02 24 15 00 170  5.1  6.7    MM    MM    MM  MM 1017.7  25.1    MM  21.5   MM +1.6    MM
PWAW3 2012 02 24 15 40 340  4.6  7.7    MM    MM    MM  MM 1002.4   0.0    MM    MM   MM   MM    MM
PWAW3 2012 02 24 15 30 330  3.6  6.2    MM    MM    MM  MM 1002.0   0.1    MM    MM   MM   MM    MM
PWAW3 2012 02 24 15 20 340  4.1  7.7    MM    MM    MM  MM 1002.0  -0.1    MM    MM   MM   MM    MM
PWAW3 2012 02 24 15 10 330  4.6  8.2    MM    MM    MM  MM 1002.0  -0.2    MM    MM   MM   MM    MM
PWAW3 2012 02 24 15 00 320  4.6  7.7    MM    MM    MM  MM 1002.0  -0.3    MM    MM   MM +2.0    MM
PXOC1 2012 02 24 15 36 310  2.1  2.6    MM    MM    MM  MM 1016.7  13.0    MM    MM   MM   MM    MM
PXOC1 2012 02 24 15 30 330  2.1  2.1    MM    MM    MM  MM 1016.7  12.6    MM    MM   MM   MM    MM
PXOC1 2012 02 24 15 24  40  0.5  2.1    MM    MM    MM  MM 1016.5  14.8    MM    MM   MM   MM    MM
PXOC1 2012 02 24 15 18  MM  0.0  2.6    MM    MM    MM  MM 1016.5  14.5    MM    MM   MM   MM    MM
PXOC1 2012 02 24 15 12 150  1.5  3.6    MM    MM    MM  MM 1016.4  15.6    MM    MM   MM   MM    MM
PXOC1 2012 02 24 15 06 160  3.1  4.1    MM    MM    MM  MM 1016.3  15.4    MM    MM   MM   MM    MM
PXOC1 2012 02 24 15 00 160  3.1  4.1    MM    MM    MM  MM 1016.3  15.4    MM    MM   MM +1.2    MM
QPTR1 2012 02 24 15 36  40  5.1  6.2    MM    MM    MM  MM 1006.0   2.0   5.4    MM   MM   MM    MM
QPTR1 2012 02 24 15 30  30  5.7  6.2    MM    MM    MM  MM 1006.1   2.0   5.4    MM   MM   MM    MM
QPTR1 2012 02 24 15 24  30  5.7  7.2    MM    MM    MM  MM 1006.3   2.0   5.4    MM   MM   MM    MM
QPTR1 2012 02 24 15 18  30  5.7  7.2    MM    MM    MM  MM 1006.2   2.0   5.4    MM   MM   MM    MM
QPTR1 2012 02 24 15 12  30  5.7  7.2    MM    MM    MM  MM 1006.2   1.9   5.4    MM   MM   MM    MM
QPTR1 2012 02 24 15 06  40  5.7  6.2    MM    MM    MM  MM 1006.3   1.9   5.4    MM   MM   MM    MM
QPTR1 2012 02 24 15 00  40  5.1  7.2    MM    MM    MM  MM 1006.5   2.0   5.4    MM   MM -1.3    MM
RARM6 2012 02 24 15 42 220  7.7  9.3    MM    MM    MM  MM 1011.7  20.6    MM    MM   MM   MM    MM
RARM6 2012 02 24 15 36 220  6.7  9.3    MM    MM    MM  MM 1011.6  20.3    MM    MM   MM   MM    MM
RARM6 2012 02 24 15 30 220  7.2  8.8    MM    MM    MM  MM 1011.5  20.0    MM    MM   MM   MM    MM
RARM6 2012 02 24 15 24 220  6.7  8.8    MM    MM    MM  MM 1011.5  19.9    MM    MM   MM   MM    MM
RARM6 2012 02 24 15 18 220  7.7  9.8    MM    MM    MM  MM 1011.3  19.9    MM    MM   MM   MM    MM
RARM6 2012 02 24 15 12 210  7.7  9.3    MM    MM    MM  MM 1011.2  20.0    MM    MM   MM   MM    MM
RARM6 2012 02 24 15 06 210  7.7  9.8    MM    MM    MM  MM 1011.1  19.8    MM    MM   MM   MM    MM
RARM6 2012 02 24 15 00 210  7.7  9.3    MM    MM    MM  MM 1011.2  19.8    MM    MM   MM +1.6    MM
RCKM4 2012 02 24 15 36 320  1.5  2.6    MM    MM    MM  MM 1001.1    MM    MM    MM   MM   MM    MM
RCKM4 2012 02 24 15 30 330  2.1  3.1    MM    MM    MM  MM 1001.1    MM    MM    MM   MM   MM    MM
RCKM4 2012 02 24 15 24 330  2.6  3.1    MM    MM    MM  MM 1001.1    MM    MM    MM   MM   MM    MM
RCKM4 2012 02 24 15 18 340  3.1  3.6    MM    MM    MM  MM 1001.1    MM    MM    MM   MM   MM    MM
RCKM4 2012 02 24 15 12 340  3.1  3.6    MM    MM    MM  MM 1001.2    MM    MM    MM   MM   MM    MM
RCKM4 2012 02 24 15 06 330  3.1  3.6    MM    MM    MM  MM 1001.3    MM    MM    MM   MM   MM    MM
RCKM4 2012 02 24 15 00 330  3.1  3.6    MM    MM    MM  MM 1001.4    MM    MM    MM   MM -1.0    MM
RCMC1 2012 02 24 15 36 340  1.5  2.1    MM    MM    MM  MM 1017.7  11.5  11.7    MM   MM   MM    MM
RCMC1 2012 02 24 15 30 320  1.5  2.1    MM    MM    MM  MM 1017.6  11.5  11.7    MM   MM   MM    MM
RCMC1 2012 02 24 15 24 320  1.5  2.1    MM    MM    MM  MM 1017.6  11.5  11.7    MM   MM   MM    MM
RCMC1 2012 02 24 15 18 320  1.5  2.1    MM    MM    MM  MM 1017.5  11.2  11.7    MM   MM   MM    MM
RCMC1 2012 02 24 15 12 330  1.5  2.1    MM    MM    MM  MM 1017.5  11.4  11.8    MM   MM   MM    MM
RCMC1 2012 02 24 15 06 300  1.5  2.6    MM    MM    MM  MM 1017.3  11.4  11.8    MM   MM   MM    MM
RCMC1 2012 02 24 15 00 300  1.5  2.6    MM    MM    MM  MM 1017.3  11.4  11.8    MM   MM +1.2    MM
RCPT2 2012 02 24 15 36  30 11.8 19.6    MM    MM    MM  MM 1017.2  15.2  20.1    MM   MM   MM    MM
RCPT2 2012 02 24 15 30  30 12.9 20.6    MM    MM    MM  MM 1017.1  15.2  20.1    MM   MM   MM    MM
RCPT2 2012 02 24 15 24  30 13.4 19.6    MM    MM    MM  MM 1017.1  15.3  20.1    MM   MM   MM    MM
RCPT2 2012 02 24 15 18  30 10.8 16.5    MM    MM    MM  MM 1017.2  15.3  20.1    MM   MM   MM    MM
RCPT2 2012 02 24 15 12  30 13.4 21.1    MM    MM    MM  MM 1017.4  15.3  20.1    MM   MM   MM    MM
RCPT2 2012 02 24 15 06  30 12.9 20.1    MM    MM    MM  MM 1017.3  15.4  20.2    MM   MM   MM    MM
RCPT2 2012 02 24 15 00  30 11.8 22.1    MM    MM    MM  MM 1017.2  15.4  20.2    MM   MM +6.2    MM
RCRN6 2012 02 24 15 36  MM   MM   MM    MM    MM    MM  MM  996.0   1.8    MM    MM   MM   MM    MM
RCRN6 2012 02 24 15 30  MM   MM   MM    MM    MM    MM  MM  996.2   1.8    MM    MM   MM   MM    MM
RCRN6 2012 02 24 15 24  MM   MM   MM    MM    MM    MM  MM  996.6   1.8    MM    MM   MM   MM    MM
RCRN6 2012 02 24 15 18  MM   MM   MM    MM    MM    MM  MM  996.9   1.8    MM    MM   MM   MM    MM
RCRN6 2012 02 24 15 12  MM   MM   MM    MM    MM    MM  MM  997.1   1.8    MM    MM   MM   MM    MM
RCRN6 2012 02 24 15 06  MM   MM   MM    MM    MM    MM  MM  997.2   1.7    MM    MM   MM   MM    MM
RCRN6 2012 02 24 15 00  MM   MM   MM    MM    MM    MM  MM  997.5   1.7    MM    MM   MM -3.0    MM
RDDA2 2012 02 24 15 36 360  4.1  4.1    MM    MM    MM  MM 1035.0 -25.6    MM    MM   MM   MM    MM
RDDA2 2012 02 24 15 30 360  4.1  4.1    MM    MM    MM  MM 1035.0 -25.3    MM    MM   MM   MM    MM
RDDA2 2012 02 24 15 24  10  4.1  4.1    MM    MM    MM  MM 1035.0 -25.3    MM    MM   MM   MM    MM
RDDA2 2012 02 24 15 18 360  3.6  4.1    MM    MM    MM  MM 1035.0 -25.3    MM    MM   MM   MM    MM
RDDA2 2012 02 24 15 12  10  4.1  4.1    MM    MM    MM  MM 1034.9 -25.4    MM    MM   MM   MM    MM
RDDA2 2012 02 24 15 06 360  3.6  4.1    MM    MM    MM  MM 1034.9 -25.4    MM    MM   MM   MM    MM
RDDA2 2012 02 24 15 00 360  3.6  3.6    MM    MM    MM  MM 1034.9 -27.6    MM    MM   MM +0.7    MM
RDYD1 2012 02 24 15 42  MM   MM   MM    MM    MM    MM  MM 1000.7   6.8   6.0    MM   MM   MM    MM
RDYD1 2012 02 24 15 36  MM   MM   MM    MM    MM    MM  MM 1000.4   6.8   6.0    MM   MM   MM    MM
RDYD1 2012 02 24 15 30  MM   MM   MM    MM    MM    MM  MM 1000.7   6.8   6.0    MM   MM   MM    MM
RDYD1 2012 02 24 15 24  MM   MM   MM    MM    MM    MM  MM 1000.9   6.8   6.0    MM   MM   MM    MM
RDYD1 2012 02 24 15 18  MM   MM   MM    MM    MM    MM  MM 1000.7   6.8   6.0    MM   MM   MM    MM
RDYD1 2012 02 24 15 12  MM   MM   MM    MM    MM    MM  MM 1001.2   6.8   6.0    MM   MM   MM    MM
RDYD1 2012 02 24 15 06  MM   MM   MM    MM    MM    MM  MM 1000.9   6.8   6.0    MM   MM   MM    MM
RDYD1 2012 02 24 15 00  MM   MM   MM    MM    MM    MM  MM 1001.3   6.7   6.0    MM   MM +0.9    MM
RLOT2 2012 02 24 15 00  10 13.4 17.5    MM    MM    MM  MM     MM    MM  17.0    MM   MM   MM    MM
ROAM4 2012 02 24 15 00  30 10.3 10.8    MM    MM    MM  MM 1005.1    MM    MM    MM   MM +0.0    MM
ROBN4 2012 02 24 15 36  80  7.2  8.2    MM    MM    MM  MM 1001.5   4.5    MM    MM   MM   MM    MM
ROBN4 2012 02 24 15 30  80  7.2  8.2    MM    MM    MM  MM 1002.1   4.5    MM    MM   MM   MM    MM
ROBN4 2012 02 24 15 24  70  6.2  7.2    MM    MM    MM  MM 1002.3   4.3    MM    MM   MM   MM    MM
ROBN4 2012 02 24 15 18  80  6.2  7.2    MM    MM    MM  MM 1002.2   4.4    MM    MM   MM   MM    MM
ROBN4 2012 02 24 15 12  80  6.7  7.7    MM    MM    MM  MM 1002.4   4.4    MM    MM   MM   MM    MM
ROBN4 2012 02 24 15 06  90  6.7  8.2    MM    MM    MM  MM 1002.4   4.4    MM    MM   MM   MM    MM
ROBN4 2012 02 24 15 00  90  8.2  9.8    MM    MM    MM  MM 1002.5   4.3    MM    MM   MM -0.9    MM
RPLV2 2012 02 24 15 36 200  9.3  9.8    MM    MM    MM  MM  999.0    MM    MM    MM   MM   MM    MM
RPLV2 2012 02 24 15 30 200  9.3  9.8    MM    MM    MM  MM  998.9    MM    MM    MM   MM   MM    MM
RPLV2 2012 02 24 15 24 200  8.2  8.8    MM    MM    MM  MM  998.8    MM    MM    MM   MM   MM    MM
RPLV2 2012 02 24 15 18 190  7.7  8.2    MM    MM    MM  MM  998.9    MM    MM    MM   MM   MM    MM
RPLV2 2012 02 24 15 12 190  8.2  8.8    MM    MM    MM  MM  998.9    MM    MM    MM   MM   MM    MM
RPLV2 2012 02 24 15 06 200  8.2  8.8    MM    MM    MM  MM  999.0    MM    MM    MM   MM   MM    MM
RPLV2 2012 02 24 15 00 190  7.7  9.3    MM    MM    MM  MM  999.1    MM    MM    MM   MM +0.7    MM
RPRN6 2012 02 24 15 00 110  8.2  9.8    MM    MM    MM  MM  997.6   1.8    MM    MM   MM -2.7    MM
RTAT2 2012 02 24 15 00  10 16.5 21.6    MM    MM    MM  MM     MM  15.4  18.2    MM   MM   MM    MM
RTYC1 2012 02 24 15 36 180  2.6  3.1    MM    MM    MM  MM 1017.3  14.9  13.2    MM   MM   MM    MM
RTYC1 2012 02 24 15 30 180  2.6  3.6    MM    MM    MM  MM 1017.2  14.7  13.2    MM   MM   MM    MM
RTYC1 2012 02 24 15 24 190  2.1  3.1    MM    MM    MM  MM 1017.2  14.4  13.2    MM   MM   MM    MM
RTYC1 2012 02 24 15 18 180  2.6  3.1    MM    MM    MM  MM 1017.2  14.1  13.2    MM   MM   MM    MM
RTYC1 2012 02 24 15 12 180  2.6  3.1    MM    MM    MM  MM 1017.1  13.6  13.2    MM   MM   MM    MM
RTYC1 2012 02 24 15 06 210  1.0  2.6    MM    MM    MM  MM 1017.0  13.3  13.2    MM   MM   MM    MM
RTYC1 2012 02 24 15 00 200  1.5  2.6    MM    MM    MM  MM 1017.0  13.6  13.2    MM   MM +1.1    MM
SACV4 2012 02 24 15 00 180  5.1  6.2    MM    MM    MM  MM 1008.5  24.2    MM  21.3   MM +2.1    MM
SANF1 2012 02 24 15 00 190  5.7  5.7    MM    MM    MM  MM 1018.0  25.1    MM    MM   MM +1.8    MM
SAPF1 2012 02 24 15 36 210  8.2 11.3    MM    MM    MM  MM 1016.9  23.7  22.4    MM   MM   MM    MM
SAPF1 2012 02 24 15 30 210  8.2 11.3    MM    MM    MM  MM 1016.9  23.6  22.3    MM   MM   MM    MM
SAPF1 2012 02 24 15 24 210  9.3 10.8    MM    MM    MM  MM 1016.9  23.5  22.3    MM   MM   MM    MM
SAPF1 2012 02 24 15 18 210  9.3 10.8    MM    MM    MM  MM 1016.8  23.5  22.3    MM   MM   MM    MM
SAPF1 2012 02 24 15 12 200  9.3 11.3    MM    MM    MM  MM 1016.8  23.4  22.3    MM   MM   MM    MM
SAPF1 2012 02 24 15 06 210  7.2 10.3    MM    MM    MM  MM 1016.9  23.4  22.4    MM   MM   MM    MM
SAPF1 2012 02 24 15 00 210  7.7 11.3    MM    MM    MM  MM 1016.9  23.3  22.4    MM   MM +1.6    MM
SAUF1 2012 02 24 15 00 230  8.2 10.8    MM    MM    MM  MM 1014.0  23.0  16.9    MM   MM +1.4    MM
SAXG1 2012 02 24 15 00 230  8.2   MM    MM    MM    MM  MM 1011.0  21.4    MM  18.1   MM +1.0    MM
SBEO3 2012 02 24 15 36 110  5.7  6.2    MM    MM    MM  MM 1020.6   3.5   8.8    MM   MM   MM    MM
SBEO3 2012 02 24 15 30 110  5.7  6.7    MM    MM    MM  MM 1020.8   3.6   8.8    MM   MM   MM    MM
SBEO3 2012 02 24 15 24 110  5.1  5.7    MM    MM    MM  MM 1021.0   3.6   8.8    MM   MM   MM    MM
SBEO3 2012 02 24 15 18 110  4.1  5.7    MM    MM    MM  MM 1021.1   3.7   8.8    MM   MM   MM    MM
SBEO3 2012 02 24 15 12 110  4.6  5.1    MM    MM    MM  MM 1021.2   3.6   8.8    MM   MM   MM    MM
SBEO3 2012 02 24 15 06 110  5.1  5.1    MM    MM    MM  MM 1021.2   3.5   8.9    MM   MM   MM    MM
SBEO3 2012 02 24 15 00 120  4.1  4.6    MM    MM    MM  MM 1021.3   3.7   8.9    MM   MM -3.1    MM
SBIO1 2012 02 24 15 00 240 12.4 13.9    MM    MM    MM  MM  992.4   4.1    MM    MM   MM -0.5    MM
SBLF1 2012 02 24 15 36 200  6.2  7.7    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
SBLF1 2012 02 24 15 30 200  5.7  7.7    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
SBLF1 2012 02 24 15 24 200  5.7  7.2    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
SBLF1 2012 02 24 15 18 190  5.7  7.7    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
SBLF1 2012 02 24 15 12 190  5.7  6.7    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
SBLF1 2012 02 24 15 06 200  5.1  7.2    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
SBLF1 2012 02 24 15 00 190  5.1  7.2    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
SBLM4 2012 02 24 15 00  30 10.3 11.3    MM    MM    MM  MM  993.9  -0.2    MM    MM   MM -2.4    MM
SBPT2 2012 02 24 15 36  10 11.8 14.9    MM    MM    MM  MM     MM  16.2  16.2    MM   MM   MM    MM
SBPT2 2012 02 24 15 30 360 12.9 18.0    MM    MM    MM  MM     MM  16.2  16.2    MM   MM   MM    MM
SBPT2 2012 02 24 15 24 360 11.8 17.0    MM    MM    MM  MM     MM  16.1  16.2    MM   MM   MM    MM
SBPT2 2012 02 24 15 18 360 13.4 16.0    MM    MM    MM  MM     MM  16.1  16.3    MM   MM   MM    MM
SBPT2 2012 02 24 15 12  10 12.4 16.5    MM    MM    MM  MM     MM  16.1  16.3    MM   MM   MM    MM
SBPT2 2012 02 24 15 06 360 11.8 17.5    MM    MM    MM  MM     MM  16.2  16.3    MM   MM   MM    MM
SBPT2 2012 02 24 15 00  10 12.4 16.5    MM    MM    MM  MM     MM  16.1  16.3    MM   MM   MM    MM
SDBC1 2012 02 24 15 36  MM   MM   MM    MM    MM    MM  MM 1018.0    MM  15.6    MM   MM   MM    MM
SDBC1 2012 02 24 15 30  MM   MM   MM    MM    MM    MM  MM 1018.0    MM  15.6    MM   MM   MM    MM
SDBC1 2012 02 24 15 24  MM   MM   MM    MM    MM    MM  MM 1017.9    MM  15.6    MM   MM   MM    MM
SDBC1 2012 02 24 15 18  MM   MM   MM    MM    MM    MM  MM 1017.8    MM  15.6    MM   MM   MM    MM
SDBC1 2012 02 24 15 12  MM   MM   MM    MM    MM    MM  MM 1017.6    MM  15.6    MM   MM   MM    MM
SDBC1 2012 02 24 15 06  MM   MM   MM    MM    MM    MM  MM 1017.5    MM  15.6    MM   MM   MM    MM
SDBC1 2012 02 24 15 00  MM   MM   MM    MM    MM    MM  MM 1017.4    MM  15.6    MM   MM +2.6    MM
SDHN4 2012 02 24 15 36 100  7.7 10.3    MM    MM    MM  MM 1002.4    MM   6.8    MM   MM   MM    MM
SDHN4 2012 02 24 15 30 100  7.2 10.3    MM    MM    MM  MM 1002.7    MM   6.8    MM   MM   MM    MM
SDHN4 2012 02 24 15 24 100  7.7 10.3    MM    MM    MM  MM 1002.9    MM   6.8    MM   MM   MM    MM
SDHN4 2012 02 24 15 18 110  7.2 10.3    MM    MM    MM  MM 1002.7    MM   6.8    MM   MM   MM    MM
SDHN4 2012 02 24 15 12  90  7.7 10.8    MM    MM    MM  MM 1003.1    MM   6.8    MM   MM   MM    MM
SDHN4 2012 02 24 15 06 100  6.7 10.3    MM    MM    MM  MM 1003.2    MM   6.8    MM   MM   MM    MM
SDHN4 2012 02 24 15 00 100  6.7  9.8    MM    MM    MM  MM 1003.3    MM   6.8    MM   MM -0.6    MM
SDIA2 2012 02 24 15 42 300  4.6  7.7    MM    MM    MM  MM 1013.0  -1.1    MM  -2.8   MM   MM    MM
SDIA2 2012 02 24 15 22 250  4.1  8.2    MM    MM    MM  MM 1013.0  -1.1    MM  -3.3   MM   MM    MM
SDIA2 2012 02 24 15 02 230  1.5   MM    MM    MM    MM  MM 1013.3  -0.6    MM  -3.3   MM -3.1    MM
SDRT2 2012 02 24 15 00 360  8.8 15.4    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
SGNW3 2012 02 24 15 00  MM  8.8 10.8    MM    MM    MM  MM 1000.9  -1.1    MM    MM   MM +1.6    MM
SGOF1 2012 02 24 15 00 200  7.7  7.7    MM    MM    MM  MM 1013.3  20.9  17.9    MM   MM +2.1    MM
SHBL1 2012 02 24 15 36 240  6.7  8.2    MM    MM    MM  MM     MM  22.8  18.8    MM   MM   MM    MM
SHBL1 2012 02 24 15 30 230  6.7 10.3    MM    MM    MM  MM     MM  23.0  18.8    MM   MM   MM    MM
SHBL1 2012 02 24 15 24 220  7.7  9.8    MM    MM    MM  MM     MM  22.9  18.8    MM   MM   MM    MM
SHBL1 2012 02 24 15 18 220  7.7  9.8    MM    MM    MM  MM     MM  22.8  18.8    MM   MM   MM    MM
SHBL1 2012 02 24 15 12 220  7.7  8.8    MM    MM    MM  MM     MM  22.7  18.8    MM   MM   MM    MM
SHBL1 2012 02 24 15 06 220  6.7  8.2    MM    MM    MM  MM     MM  22.6  18.8    MM   MM   MM    MM
SHBL1 2012 02 24 15 00 210  7.7  9.8    MM    MM    MM  MM     MM  22.6  18.8    MM   MM   MM    MM
SISA2 2012 02 24 15 00  80  4.1  7.7    MM    MM    MM  MM 1014.5   1.1    MM    MM   MM -2.5    MM
SISW1 2012 02 24 15 00 140 14.4 16.5    MM    MM    MM  MM 1016.6   5.6    MM    MM   MM -4.0    MM
SJNP4 2012 02 24 15 36  80  7.7 10.3    MM    MM    MM  MM 1018.7  26.1  26.7    MM   MM   MM    MM
SJNP4 2012 02 24 15 30  90  7.7  9.8    MM    MM    MM  MM 1018.8  26.0  26.7    MM   MM   MM    MM
SJNP4 2012 02 24 15 24  80  7.7  9.8    MM    MM    MM  MM 1018.8  26.1  26.7    MM   MM   MM    MM
SJNP4 2012 02 24 15 18  80  7.2  8.8    MM    MM    MM  MM 1018.9  26.2  26.6    MM   MM   MM    MM
SJNP4 2012 02 24 15 12  90  6.7  8.8    MM    MM    MM  MM 1018.9  26.2  26.6    MM   MM   MM    MM
SJNP4 2012 02 24 15 06  90  7.2  8.8    MM    MM    MM  MM 1019.0  26.1  26.6    MM   MM   MM    MM
SJNP4 2012 02 24 15 00  90  7.2 10.3    MM    MM    MM  MM 1019.0  26.2  26.6    MM   MM +1.0    MM
SJOM4 2012 02 24 15 11 330  9.8 12.9    MM    MM    MM  MM  998.6   0.3    MM    MM   MM   MM    MM
SJOM4 2012 02 24 15 00 340  8.2 12.4    MM    MM    MM  MM  998.0   0.2    MM    MM   MM   MM    MM
SJSN4 2012 02 24 15 42  60  2.6  3.1    MM    MM    MM  MM 1000.4   7.2   6.0    MM   MM   MM    MM
SJSN4 2012 02 24 15 36  90  4.1  5.1    MM    MM    MM  MM 1000.3   7.2   6.0    MM   MM   MM    MM
SJSN4 2012 02 24 15 30  60  2.6  7.7    MM    MM    MM  MM 1000.6   7.2   6.0    MM   MM   MM    MM
SJSN4 2012 02 24 15 24 110  7.2  8.2    MM    MM    MM  MM  999.7   7.1   6.0    MM   MM   MM    MM
SJSN4 2012 02 24 15 18 100  6.7  7.2    MM    MM    MM  MM  999.6   7.1   6.0    MM   MM   MM    MM
SJSN4 2012 02 24 15 12  90  5.1  6.7    MM    MM    MM  MM 1000.0   7.1   6.0    MM   MM   MM    MM
SJSN4 2012 02 24 15 06  90  5.7  7.2    MM    MM    MM  MM 1000.1   7.1   6.0    MM   MM   MM    MM
SJSN4 2012 02 24 15 00  80  6.2  7.7    MM    MM    MM  MM 1000.0   7.1   6.0    MM   MM +0.0    MM
SKTA2 2012 02 24 15 36  MM   MM   MM    MM    MM    MM  MM 1017.6  -1.2   3.2    MM   MM   MM    MM
SKTA2 2012 02 24 15 30  MM   MM   MM    MM    MM    MM  MM 1017.7  -1.2   3.2    MM   MM   MM    MM
SKTA2 2012 02 24 15 24  MM   MM   MM    MM    MM    MM  MM 1017.6  -1.1   3.2    MM   MM   MM    MM
SKTA2 2012 02 24 15 18  MM   MM   MM    MM    MM    MM  MM 1017.7  -1.2   3.2    MM   MM   MM    MM
SKTA2 2012 02 24 15 12  MM   MM   MM    MM    MM    MM  MM 1017.7  -1.1   3.2    MM   MM   MM    MM
