#STN  YY   MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#txt  yr   mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi  hPa    ft
AAMC1 2012 02 24 15 30 230  1.5  2.6    MM    MM    MM  MM 1017.2  13.3  13.1    MM   MM   MM    MM
AAMC1 2012 02 24 15 24 230  2.1  3.1    MM    MM    MM  MM 1017.2  13.4  13.1    MM   MM   MM    MM
AAMC1 2012 02 24 15 18 200  2.6  3.6    MM    MM    MM  MM 1017.1  13.4  13.1    MM   MM   MM    MM
AAMC1 2012 02 24 15 12 200  3.1  3.6    MM    MM    MM  MM 1017.0  13.4  13.1    MM   MM   MM    MM
AAMC1 2012 02 24 15 06 200  2.6  3.1    MM    MM    MM  MM 1016.9  13.4  13.1    MM   MM   MM    MM
AAMC1 2012 02 24 15 00 170  2.1  2.6    MM    MM    MM  MM 1016.9  13.3  13.1    MM   MM +1.0    MM
ACYN4 2012 02 24 15 36  MM   MM   MM    MM    MM    MM  MM 1000.2   6.8    MM    MM   MM   MM    MM
ACYN4 2012 02 24 15 30  MM   MM   MM    MM    MM    MM  MM 1000.3   6.8    MM    MM   MM   MM    MM
ACYN4 2012 02 24 15 24  MM   MM   MM    MM    MM    MM  MM 1000.4   6.8    MM    MM   MM   MM    MM
ACYN4 2012 02 24 15 18  MM   MM   MM    MM    MM    MM  MM 1000.4   6.8    MM    MM   MM   MM    MM
ACYN4 2012 02 24 15 12  MM   MM   MM    MM    MM    MM  MM 1000.9   6.8    MM    MM   MM   MM    MM
ACYN4 2012 02 24 15 06  MM   MM   MM    MM    MM    MM  MM 1001.2   6.9    MM    MM   MM   MM    MM
ACYN4 2012 02 24 15 00  MM   MM   MM    MM    MM    MM  MM 1001.5   6.9    MM    MM   MM +1.5    MM
ADKA2 2012 02 24 15 36 190  1.0  2.6    MM    MM    MM  MM 1010.1   1.4   2.8    MM   MM   MM    MM
ADKA2 2012 02 24 15 30 220  1.5  2.6    MM    MM    MM  MM 1010.1   1.4   2.8    MM   MM   MM    MM
ADKA2 2012 02 24 15 24 220  2.1  3.1    MM    MM    MM  MM 1010.2   1.3   2.8    MM   MM   MM    MM
ADKA2 2012 02 24 15 18 200  2.6  3.6    MM    MM    MM  MM 1010.1   1.2   2.8    MM   MM   MM    MM
ADKA2 2012 02 24 15 12 210  2.6  3.1    MM    MM    MM  MM 1010.1   1.1   2.8    MM   MM   MM    MM
ADKA2 2012 02 24 15 06 210  2.6  3.6    MM    MM    MM  MM 1010.1   1.0   2.8    MM   MM   MM    MM
ADKA2 2012 02 24 15 00 190  2.6  4.1    MM    MM    MM  MM 1010.1   0.9   2.8    MM   MM +0.0    MM
AGCM4 2012 02 24 15 36  MM   MM   MM    MM    MM    MM  MM  991.1   0.6    MM    MM   MM   MM    MM
AGCM4 2012 02 24 15 30  MM   MM   MM    MM    MM    MM  MM  991.2   0.5    MM    MM   MM   MM    MM
AGCM4 2012 02 24 15 24  MM   MM   MM    MM    MM    MM  MM  991.1   0.5    MM    MM   MM   MM    MM
AGCM4 2012 02 24 15 18  MM   MM   MM    MM    MM    MM  MM  991.1   0.5    MM    MM   MM   MM    MM
AGCM4 2012 02 24 15 12  MM   MM   MM    MM    MM    MM  MM  991.2   0.5    MM    MM   MM   MM    MM
AGCM4 2012 02 24 15 06  MM   MM   MM    MM    MM    MM  MM  991.4   0.5    MM    MM   MM   MM    MM
AGCM4 2012 02 24 15 00  MM   MM   MM    MM    MM    MM  MM  991.5   0.4    MM    MM   MM -3.0    MM
ALIA2 2012 02 24 15 36 330  3.6  5.1    MM    MM    MM  MM     MM  -4.7    MM    MM   MM   MM    MM
ALIA2 2012 02 24 15 30 330  3.6  5.1    MM    MM    MM  MM     MM  -5.1    MM    MM   MM   MM    MM
ALIA2 2012 02 24 15 24 330  3.6  4.6    MM    MM    MM  MM     MM  -5.2    MM    MM   MM   MM    MM
ALIA2 2012 02 24 15 18 330  3.6  5.1    MM    MM    MM  MM     MM  -4.9    MM    MM   MM   MM    MM
ALIA2 2012 02 24 15 12 330  3.6  4.6    MM    MM    MM  MM     MM  -5.2    MM    MM   MM   MM    MM
ALIA2 2012 02 24 15 06 330  3.6  4.6    MM    MM    MM  MM     MM  -5.3    MM    MM   MM   MM    MM
ALIA2 2012 02 24 15 00 310  3.1  5.1    MM    MM    MM  MM     MM  -6.1    MM    MM   MM   MM    MM
ALXN6 2012 02 24 15 36  MM   MM   MM    MM    MM    MM  MM 1001.7    MM   1.7    MM   MM   MM    MM
ALXN6 2012 02 24 15 30  MM   MM   MM    MM    MM    MM  MM     MM    MM   1.7    MM   MM   MM    MM
ALXN6 2012 02 24 15 24  MM   MM   MM    MM    MM    MM  MM 1002.2    MM   1.7    MM   MM   MM    MM
ALXN6 2012 02 24 15 18  MM   MM   MM    MM    MM    MM  MM     MM    MM   1.7    MM   MM   MM    MM
ALXN6 2012 02 24 15 12  MM   MM   MM    MM    MM    MM  MM 1002.8    MM   1.7    MM   MM   MM    MM
ALXN6 2012 02 24 15 06  MM   MM   MM    MM    MM    MM  MM 1002.8    MM   1.6    MM   MM   MM    MM
ALXN6 2012 02 24 15 00  MM   MM   MM    MM    MM    MM  MM     MM    MM   1.6    MM   MM   MM    MM
AMRL1 2012 02 24 15 36 350  4.6  8.2    MM    MM    MM  MM 1014.0  18.3  13.9    MM   MM   MM    MM
AMRL1 2012 02 24 15 30 340  3.1  5.1    MM    MM    MM  MM 1013.9  17.9  13.8    MM   MM   MM    MM
AMRL1 2012 02 24 15 24 340  3.6  7.2    MM    MM    MM  MM 1013.5  17.9  13.8    MM   MM   MM    MM
AMRL1 2012 02 24 15 18 330  5.1  7.2    MM    MM    MM  MM 1013.5  17.4  13.8    MM   MM   MM    MM
AMRL1 2012 02 24 15 12 330  4.6  7.2    MM    MM    MM  MM 1013.2  17.3  13.7    MM   MM   MM    MM
AMRL1 2012 02 24 15 06 300  5.7  7.2    MM    MM    MM  MM 1013.2  17.5  13.7    MM   MM   MM    MM
AMRL1 2012 02 24 15 00 290  6.2  7.7    MM    MM    MM  MM 1012.8  18.5  13.8    MM   MM +2.6    MM
ANMN6 2012 02 24 15 30  MM  0.0   MM    MM    MM    MM  MM 1004.0   0.8    MM   0.7   MM   MM    MM
ANMN6 2012 02 24 15 15  MM  0.0   MM    MM    MM    MM  MM 1005.0   0.8    MM   0.7   MM   MM    MM
ANMN6 2012 02 24 15 00  MM  0.0   MM    MM    MM    MM  MM 1005.0   0.7    MM   0.6   MM   MM    MM
ANTA2 2012 02 24 15 36 100  0.5  1.0    MM    MM    MM  MM 1024.4  -7.8    MM    MM   MM   MM    MM
ANTA2 2012 02 24 15 30  90  0.5  1.0    MM    MM    MM  MM 1024.3  -7.9    MM    MM   MM   MM    MM
ANTA2 2012 02 24 15 24  80  1.0  1.0    MM    MM    MM  MM 1024.2  -7.9    MM    MM   MM   MM    MM
ANTA2 2012 02 24 15 18  80  0.5  1.5    MM    MM    MM  MM 1024.2  -7.9    MM    MM   MM   MM    MM
ANTA2 2012 02 24 15 06  MM  0.0  1.0    MM    MM    MM  MM 1024.1  -7.6    MM    MM   MM   MM    MM
ANTA2 2012 02 24 15 00  50  1.0  1.5    MM    MM    MM  MM 1024.1  -7.5    MM    MM   MM +0.4    MM
ANVC1 2012 02 24 15 36  50  1.0  4.6    MM    MM    MM  MM 1018.0   8.9   8.7    MM   MM   MM    MM
ANVC1 2012 02 24 15 30  40  3.6  6.2    MM    MM    MM  MM 1017.8   8.8   8.7    MM   MM   MM    MM
ANVC1 2012 02 24 15 24  30  2.6  4.6    MM    MM    MM  MM 1017.6   8.7   8.7    MM   MM   MM    MM
ANVC1 2012 02 24 15 18  70  1.0  2.6    MM    MM    MM  MM 1017.6   8.6   8.7    MM   MM   MM    MM
ANVC1 2012 02 24 15 12 320  0.5  3.1    MM    MM    MM  MM 1017.5   8.5   8.7    MM   MM   MM    MM
ANVC1 2012 02 24 15 06 310  2.1  4.1    MM    MM    MM  MM 1017.3   8.5   8.7    MM   MM   MM    MM
ANVC1 2012 02 24 15 00 320  2.6  4.1    MM    MM    MM  MM 1017.2   8.3   8.7    MM   MM +0.0    MM
APAM2 2012 02 24 15 36  MM   MM   MM    MM    MM    MM  MM 1000.0   8.7    MM    MM   MM   MM    MM
APAM2 2012 02 24 15 30  MM   MM   MM    MM    MM    MM  MM  999.8   8.6    MM    MM   MM   MM    MM
APAM2 2012 02 24 15 24  MM   MM   MM    MM    MM    MM  MM  999.9   8.6    MM    MM   MM   MM    MM
APAM2 2012 02 24 15 18  MM   MM   MM    MM    MM    MM  MM  999.9   8.6    MM    MM   MM   MM    MM
APAM2 2012 02 24 15 12  MM   MM   MM    MM    MM    MM  MM  999.9   8.6    MM    MM   MM   MM    MM
APAM2 2012 02 24 15 06  MM   MM   MM    MM    MM    MM  MM 1000.1   8.5    MM    MM   MM   MM    MM
APAM2 2012 02 24 15 00  MM   MM   MM    MM    MM    MM  MM 1000.3   8.4    MM    MM   MM +0.3    MM
APCF1 2012 02 24 15 36 220  5.1  6.2    MM    MM    MM  MM     MM  21.3  17.3    MM   MM   MM    MM
APCF1 2012 02 24 15 30 220  5.1  5.7    MM    MM    MM  MM     MM  21.2  17.3    MM   MM   MM    MM
APCF1 2012 02 24 15 24 220  4.6  5.7    MM    MM    MM  MM     MM  20.9  17.3    MM   MM   MM    MM
APCF1 2012 02 24 15 18 230  4.6  5.7    MM    MM    MM  MM     MM  21.1  17.3    MM   MM   MM    MM
APCF1 2012 02 24 15 12 230  4.6  5.7    MM    MM    MM  MM     MM  21.1  17.3    MM   MM   MM    MM
APCF1 2012 02 24 15 06 230  3.6  5.1    MM    MM    MM  MM     MM  20.7  17.3    MM   MM   MM    MM
APCF1 2012 02 24 15 00 230  4.1  5.1    MM    MM    MM  MM     MM  21.0  17.3    MM   MM   MM    MM
APNM4 2012 02 24 15 30  50  4.1  6.7    MM    MM    MM  MM     MM  -0.3    MM    MM   MM   MM    MM
APNM4 2012 02 24 15 15  60  5.1  7.2    MM    MM    MM  MM     MM  -0.4    MM    MM   MM   MM    MM
APNM4 2012 02 24 15 00  50  5.1  7.7    MM    MM    MM  MM     MM  -0.3    MM    MM   MM   MM    MM
AROP4 2012 02 24 15 36 100  4.1  7.2    MM    MM    MM  MM     MM  25.6  24.9    MM   MM   MM    MM
AROP4 2012 02 24 15 30 110  4.6  7.2    MM    MM    MM  MM     MM  25.5  24.9    MM   MM   MM    MM
AROP4 2012 02 24 15 24  90  4.1  5.7    MM    MM    MM  MM     MM  24.8  25.0    MM   MM   MM    MM
AROP4 2012 02 24 15 18  90  2.6  5.1    MM    MM    MM  MM     MM  24.3  24.7    MM   MM   MM    MM
AROP4 2012 02 24 15 12 110  3.6  6.2    MM    MM    MM  MM     MM  24.1  24.8    MM   MM   MM    MM
AROP4 2012 02 24 15 06 110  3.1  6.2    MM    MM    MM  MM     MM  24.2  24.8    MM   MM   MM    MM
AROP4 2012 02 24 15 00 100  4.1  8.2    MM    MM    MM  MM     MM  24.3  24.8    MM   MM   MM    MM
ASTO3 2012 02 24 15 36 230  1.5  2.6    MM    MM    MM  MM 1018.7   5.5   7.2    MM   MM   MM    MM
ASTO3 2012 02 24 15 30 290  1.0  2.6    MM    MM    MM  MM 1018.9   5.5   7.2    MM   MM   MM    MM
ASTO3 2012 02 24 15 24  40  0.5  1.5    MM    MM    MM  MM 1019.0   5.4   7.2    MM   MM   MM    MM
ASTO3 2012 02 24 15 18 130  1.0  3.6    MM    MM    MM  MM 1019.3   5.4   7.2    MM   MM   MM    MM
ASTO3 2012 02 24 15 12 150  2.6  4.1    MM    MM    MM  MM 1019.5   5.5   7.2    MM   MM   MM    MM
ASTO3 2012 02 24 15 06 160  2.1  3.1    MM    MM    MM  MM 1019.7   5.5   7.2    MM   MM   MM    MM
ASTO3 2012 02 24 15 00 310  1.5  2.6    MM    MM    MM  MM 1019.8   5.5   7.3    MM   MM -3.0    MM
ATGM1 2012 02 24 15 36 330  2.1  2.1    MM    MM    MM  MM 1008.9   2.0   2.5    MM   MM   MM    MM
ATGM1 2012 02 24 15 30 300  1.5  2.1    MM    MM    MM  MM 1008.8   2.2   2.5    MM   MM   MM    MM
ATGM1 2012 02 24 15 24 260  1.0  2.1    MM    MM    MM  MM 1008.9   2.4   2.5    MM   MM   MM    MM
ATGM1 2012 02 24 15 18 270  1.0  2.1    MM    MM    MM  MM 1009.0   2.3   2.5    MM   MM   MM    MM
ATGM1 2012 02 24 15 12 250  1.5  1.5    MM    MM    MM  MM 1009.0   2.3   2.5    MM   MM   MM    MM
ATGM1 2012 02 24 15 06 230  1.0  2.1    MM    MM    MM  MM 1009.1   2.3   2.5    MM   MM   MM    MM
ATGM1 2012 02 24 15 00 260  1.5  2.1    MM    MM    MM  MM 1009.0   2.3   2.5    MM   MM +0.7    MM
ATKA2 2012 02 24 15 36  MM  0.5  1.0    MM    MM    MM  MM 1013.9   1.7   3.0    MM   MM   MM    MM
ATKA2 2012 02 24 15 30  MM  0.0  1.0    MM    MM    MM  MM 1013.9   1.8   3.0    MM   MM   MM    MM
ATKA2 2012 02 24 15 24  MM  0.5  1.0    MM    MM    MM  MM 1013.8   1.8   3.0    MM   MM   MM    MM
ATKA2 2012 02 24 15 18  MM  0.5  1.5    MM    MM    MM  MM 1013.8   1.8   3.0    MM   MM   MM    MM
ATKA2 2012 02 24 15 12  MM  1.5  1.5    MM    MM    MM  MM 1013.8   1.8   3.0    MM   MM   MM    MM
ATKA2 2012 02 24 15 06  MM  1.0  2.1    MM    MM    MM  MM 1013.8   1.9   3.0    MM   MM   MM    MM
ATKA2 2012 02 24 15 00  MM  1.5  2.6    MM    MM    MM  MM 1013.8   1.8   3.0    MM   MM +0.0    MM
AUDP4 2012 02 24 15 36  MM   MM   MM    MM    MM    MM  MM 1020.1  26.2  26.1    MM   MM   MM    MM
AUDP4 2012 02 24 15 30  MM   MM   MM    MM    MM    MM  MM 1020.2  26.2  26.1    MM   MM   MM    MM
AUDP4 2012 02 24 15 24  MM   MM   MM    MM    MM    MM  MM 1020.2  26.6  26.1    MM   MM   MM    MM
AUDP4 2012 02 24 15 18  MM   MM   MM    MM    MM    MM  MM 1020.2  26.7  26.1    MM   MM   MM    MM
AUDP4 2012 02 24 15 12  MM   MM   MM    MM    MM    MM  MM 1020.3  26.6  26.1    MM   MM   MM    MM
AUDP4 2012 02 24 15 06  MM   MM   MM    MM    MM    MM  MM 1020.3  26.8  26.1    MM   MM   MM    MM
AUDP4 2012 02 24 15 00  MM   MM   MM    MM    MM    MM  MM 1020.3  26.4  26.1    MM   MM +1.0    MM
AUGA2 2012 02 24 15 30 290 17.0 19.0    MM    MM    MM  MM 1026.1 -10.8    MM    MM   MM   MM    MM
AUGA2 2012 02 24 15 00 300 17.5 21.1    MM    MM    MM  MM 1025.2 -11.0    MM    MM   MM -1.0    MM
BABT2 2012 02 24 15 00  20 16.5 19.0    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
BARA9 2012 02 24 15 36  90  5.7 10.8    MM    MM    MM  MM 1017.8  27.6  25.9    MM   MM   MM    MM
BARA9 2012 02 24 15 30  70  7.2 11.3    MM    MM    MM  MM 1017.9  26.9  25.8    MM   MM   MM    MM
BARA9 2012 02 24 15 24  70  7.2 11.8    MM    MM    MM  MM 1017.8  27.0  25.7    MM   MM   MM    MM
BARA9 2012 02 24 15 18  90  9.3 11.3    MM    MM    MM  MM 1017.8  26.8  25.7    MM   MM   MM    MM
BARA9 2012 02 24 15 12  80  7.2 10.8    MM    MM    MM  MM 1017.9  27.2  25.7    MM   MM   MM    MM
BARA9 2012 02 24 15 06  90  8.2 10.3    MM    MM    MM  MM 1017.9  26.9  25.6    MM   MM   MM    MM
BARA9 2012 02 24 15 00  70  5.7 10.3    MM    MM    MM  MM 1018.1  27.6  25.6    MM   MM +0.8    MM
BARN6 2012 02 24 15 00  50  2.1  3.1    MM    MM    MM  MM  992.6   6.4    MM    MM   MM -2.0    MM
BATN6 2012 02 24 15 36  MM   MM   MM    MM    MM    MM  MM 1002.7   4.4   6.5    MM   MM   MM    MM
BATN6 2012 02 24 15 30  MM   MM   MM    MM    MM    MM  MM 1003.0   4.5   6.5    MM   MM   MM    MM
BATN6 2012 02 24 15 24  MM   MM   MM    MM    MM    MM  MM 1003.1   4.5   6.5    MM   MM   MM    MM
BATN6 2012 02 24 15 18  MM   MM   MM    MM    MM    MM  MM 1003.1   4.5   6.5    MM   MM   MM    MM
BATN6 2012 02 24 15 12  MM   MM   MM    MM    MM    MM  MM 1003.3   4.4   6.5    MM   MM   MM    MM
BATN6 2012 02 24 15 06  MM   MM   MM    MM    MM    MM  MM 1003.5   4.6   6.5    MM   MM   MM    MM
BATN6 2012 02 24 15 00  MM   MM   MM    MM    MM    MM  MM 1003.5   4.5   6.5    MM   MM -0.9    MM
BDRN4 2012 02 24 15 42  MM   MM   MM    MM    MM    MM  MM 1001.8   5.8   5.8    MM   MM   MM    MM
BDRN4 2012 02 24 15 36  MM   MM   MM    MM    MM    MM  MM 1001.7   5.8   5.8    MM   MM   MM    MM
BDRN4 2012 02 24 15 30 100  5.7  7.2    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
BDRN4 2012 02 24 15 24  90  5.1  7.2    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
BDRN4 2012 02 24 15 18  90  6.7  9.8    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
BDRN4 2012 02 24 15 12  90  5.1  8.8    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
BDRN4 2012 02 24 15 06  90  7.2  8.8    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
BDRN4 2012 02 24 15 00  90  6.2  8.2    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
BEPB6 2012 02 24 15 36 260  8.8 10.3    MM    MM    MM  MM 1018.7  21.9  18.7    MM   MM   MM    MM
BEPB6 2012 02 24 15 30 260  8.2 11.3    MM    MM    MM  MM 1018.7  21.9  18.7    MM   MM   MM    MM
BEPB6 2012 02 24 15 24 260  7.7 10.3    MM    MM    MM  MM 1018.7  21.9  18.7    MM   MM   MM    MM
BEPB6 2012 02 24 15 18 260  7.7 10.3    MM    MM    MM  MM 1018.7  21.8  18.7    MM   MM   MM    MM
BEPB6 2012 02 24 15 12 260  7.7 10.3    MM    MM    MM  MM 1018.8  21.8  18.7    MM   MM   MM    MM
BEPB6 2012 02 24 15 06 250  7.7 10.3    MM    MM    MM  MM 1018.8  22.0  18.7    MM   MM   MM    MM
BEPB6 2012 02 24 15 00 250  6.2 10.3    MM    MM    MM  MM 1018.8  22.0  18.7    MM   MM +1.0    MM
BFTN7 2012 02 24 15 36 220  8.8 11.3    MM    MM    MM  MM 1006.4  17.8  13.1    MM   MM   MM    MM
BFTN7 2012 02 24 15 30 220  8.2 12.4    MM    MM    MM  MM 1006.6  17.7  13.1    MM   MM   MM    MM
BFTN7 2012 02 24 15 24 220  6.7  9.8    MM    MM    MM  MM 1006.6  17.6  13.1    MM   MM   MM    MM
BFTN7 2012 02 24 15 18 220  7.2 10.8    MM    MM    MM  MM 1006.5  17.5  13.1    MM   MM   MM    MM
BFTN7 2012 02 24 15 12 220  7.7 10.3    MM    MM    MM  MM 1006.3  17.4  13.1    MM   MM   MM    MM
BFTN7 2012 02 24 15 06 210  7.7  9.8    MM    MM    MM  MM 1006.3  17.4  13.1    MM   MM   MM    MM
BFTN7 2012 02 24 15 00 220  7.2  9.3    MM    MM    MM  MM 1006.8  17.4  13.0    MM   MM +0.3    MM
BGNN4 2012 02 24 15 36  90  4.1  6.2    MM    MM    MM  MM 1002.5   4.6   6.5    MM   MM   MM    MM
BGNN4 2012 02 24 15 30  80  3.6  5.7    MM    MM    MM  MM 1003.0   4.6   6.5    MM   MM   MM    MM
BGNN4 2012 02 24 15 24  90  3.6  5.1    MM    MM    MM  MM 1003.2   4.5   6.5    MM   MM   MM    MM
BGNN4 2012 02 24 15 18  90  3.1  4.6    MM    MM    MM  MM 1003.1   4.5   6.5    MM   MM   MM    MM
BGNN4 2012 02 24 15 12  90  3.1  4.6    MM    MM    MM  MM 1003.2   4.4   6.5    MM   MM   MM    MM
BGNN4 2012 02 24 15 06  80  2.1  3.1    MM    MM    MM  MM 1003.4   4.4   6.5    MM   MM   MM    MM
BGNN4 2012 02 24 15 00  90  2.6  4.1    MM    MM    MM  MM 1003.4   4.4   6.5    MM   MM -0.8    MM
BHBM3 2012 02 24 15 36  MM   MM   MM    MM    MM    MM  MM 1006.9   2.5   4.1    MM   MM   MM    MM
BHBM3 2012 02 24 15 30  MM   MM   MM    MM    MM    MM  MM 1007.1   2.2   4.1    MM   MM   MM    MM
BHBM3 2012 02 24 15 24  MM   MM   MM    MM    MM    MM  MM 1007.1   2.3   4.1    MM   MM   MM    MM
BHBM3 2012 02 24 15 18  MM   MM   MM    MM    MM    MM  MM 1007.0   2.3   4.1    MM   MM   MM    MM
BHBM3 2012 02 24 15 12  MM   MM   MM    MM    MM    MM  MM 1007.2   2.2   4.1    MM   MM   MM    MM
BHBM3 2012 02 24 15 06  MM   MM   MM    MM    MM    MM  MM 1007.5   2.3   4.2    MM   MM   MM    MM
BHBM3 2012 02 24 15 00  MM   MM   MM    MM    MM    MM  MM 1007.7   2.4   4.2    MM   MM +0.0    MM
BHRI3 2012 02 24 15 40 310 11.8 16.0    MM    MM    MM  MM 1000.7   0.1    MM    MM   MM   MM    MM
BHRI3 2012 02 24 15 30 310 11.8 14.4    MM    MM    MM  MM 1000.0   0.1    MM    MM   MM   MM    MM
BHRI3 2012 02 24 15 20 310 11.3 15.4    MM    MM    MM  MM 1000.0   0.1    MM    MM   MM   MM    MM
BHRI3 2012 02 24 15 10 320 12.4 16.0    MM    MM    MM  MM 1000.0   0.1    MM    MM   MM   MM    MM
BHRI3 2012 02 24 15 00 320 11.8 13.9    MM    MM    MM  MM  999.7   0.9    MM    MM   MM +4.4    MM
BIGM4 2012 02 24 15 40  10  9.8 10.8    MM    MM    MM  MM     MM  -1.8    MM    MM   MM   MM    MM
BIGM4 2012 02 24 15 30  10  9.8 11.3    MM    MM    MM  MM     MM  -1.5    MM    MM   MM   MM    MM
BIGM4 2012 02 24 15 20 360  9.3 11.3    MM    MM    MM  MM     MM  -1.3    MM    MM   MM   MM    MM
BIGM4 2012 02 24 15 10  10  9.3 10.8    MM    MM    MM  MM     MM  -1.3    MM    MM   MM   MM    MM
BIGM4 2012 02 24 15 00 360  5.7  8.2    MM    MM    MM  MM     MM  -1.4    MM    MM   MM   MM    MM
BISM2 2012 02 24 15 36  80  1.5  2.1    MM    MM    MM  MM 1000.2  10.5  11.5    MM   MM   MM    MM
BISM2 2012 02 24 15 30  50  1.5  2.6    MM    MM    MM  MM 1000.3  10.4  11.5    MM   MM   MM    MM
BISM2 2012 02 24 15 24  30  2.6  2.6    MM    MM    MM  MM 1000.5  10.7  11.5    MM   MM   MM    MM
BISM2 2012 02 24 15 18  20  1.0  2.6    MM    MM    MM  MM 1000.6  10.5  11.4    MM   MM   MM    MM
BISM2 2012 02 24 15 12  20  1.5  2.6    MM    MM    MM  MM 1000.6  10.5  11.4    MM   MM   MM    MM
BISM2 2012 02 24 15 06  30  2.6  3.1    MM    MM    MM  MM 1000.7  10.7  11.4    MM   MM   MM    MM
BISM2 2012 02 24 15 00  10  1.0  2.6    MM    MM    MM  MM 1000.7  10.7  11.4    MM   MM +1.4    MM
BLIA2 2012 02 24 15 28  60  6.7  7.2    MM    MM    MM  MM 1019.3  -1.0    MM    MM   MM   MM    MM
BLTA2 2012 02 24 15 00 340  5.1  7.7    MM    MM    MM  MM 1016.0  -0.6    MM  -3.9   MM -2.0    MM
BLTM2 2012 02 24 15 36  90  2.6  3.1    MM    MM    MM  MM 1000.1   7.6   7.2    MM   MM   MM    MM
BLTM2 2012 02 24 15 30 100  2.6  3.6    MM    MM    MM  MM 1000.1   7.5   7.1    MM   MM   MM    MM
BLTM2 2012 02 24 15 24  90  2.6  5.1    MM    MM    MM  MM 1000.1   7.5   7.1    MM   MM   MM    MM
BLTM2 2012 02 24 15 18  90  3.6  4.6    MM    MM    MM  MM 1000.2   7.4   7.2    MM   MM   MM    MM
BLTM2 2012 02 24 15 12  90  3.6  4.1    MM    MM    MM  MM 1000.9   7.3   7.2    MM   MM   MM    MM
BLTM2 2012 02 24 15 06  70  2.6  3.1    MM    MM    MM  MM 1001.1   7.4   7.1    MM   MM   MM    MM
BLTM2 2012 02 24 15 00  60  2.6  3.6    MM    MM    MM  MM 1000.9   7.3   7.1    MM   MM +0.3    MM
BRHC3 2012 02 24 15 36  70  4.1  5.1    MM    MM    MM  MM 1004.7   2.3   5.4    MM   MM   MM    MM
BRHC3 2012 02 24 15 30  70  3.6  6.2    MM    MM    MM  MM 1005.0   2.3   5.4    MM   MM   MM    MM
BRHC3 2012 02 24 15 24  50  3.6  5.7    MM    MM    MM  MM 1005.0   2.2   5.4    MM   MM   MM    MM
BRHC3 2012 02 24 15 18  60  4.1  6.2    MM    MM    MM  MM 1004.8   2.2   5.4    MM   MM   MM    MM
BRHC3 2012 02 24 15 12  50  3.1  5.7    MM    MM    MM  MM 1005.0   2.1   5.5    MM   MM   MM    MM
BRHC3 2012 02 24 15 06  70  3.6  5.1    MM    MM    MM  MM 1004.6   2.1   5.5    MM   MM   MM    MM
BRHC3 2012 02 24 15 00  60  4.1  6.2    MM    MM    MM  MM 1005.1   2.1   5.5    MM   MM -1.8    MM
BRND1 2012 02 24 15 36  90  5.1  6.2    MM    MM    MM  MM 1000.3   7.4   6.5    MM   MM   MM    MM
BRND1 2012 02 24 15 30  80  5.7  6.2    MM    MM    MM  MM 1000.4   7.3   6.5    MM   MM   MM    MM
BRND1 2012 02 24 15 24  80  6.2  6.2    MM    MM    MM  MM 1000.5   7.3   6.5    MM   MM   MM    MM
BRND1 2012 02 24 15 18  80  6.2  7.2    MM    MM    MM  MM 1000.6   7.3   6.5    MM   MM   MM    MM
BRND1 2012 02 24 15 12  80  6.7  7.2    MM    MM    MM  MM 1000.5   7.3   6.5    MM   MM   MM    MM
BRND1 2012 02 24 15 06  80  6.7  7.7    MM    MM    MM  MM 1000.6   7.2   6.5    MM   MM   MM    MM
BRND1 2012 02 24 15 00  80  7.2  8.2    MM    MM    MM  MM 1000.5   7.3   6.5    MM   MM +0.7    MM
BSBM4 2012 02 24 15 40  10 10.3 12.4    MM    MM    MM  MM 1000.3  -0.7    MM    MM   MM   MM    MM
BSBM4 2012 02 24 15 30  20  8.8 12.9    MM    MM    MM  MM 1000.3  -0.9    MM    MM   MM   MM    MM
BSBM4 2012 02 24 15 20  10 11.3 13.9    MM    MM    MM  MM 1000.0  -0.8    MM    MM   MM   MM    MM
BSBM4 2012 02 24 15 19  10  9.8 13.4    MM    MM    MM  MM 1000.0  -0.9    MM    MM   MM   MM    MM
BSBM4 2012 02 24 15 10  10  8.8 12.4    MM    MM    MM  MM 1000.3  -0.9    MM    MM   MM   MM    MM
BSBM4 2012 02 24 15 00  20  8.8 11.3    MM    MM    MM  MM 1000.0  -0.8    MM    MM   MM +0.0    MM
BUFN6 2012 02 24 15 36  90  3.6  4.6    MM    MM    MM  MM  992.9   3.1    MM    MM   MM   MM    MM
BUFN6 2012 02 24 15 30  80  3.1  4.6    MM    MM    MM  MM  993.2   3.2    MM    MM   MM   MM    MM
BUFN6 2012 02 24 15 24  90  3.1  4.6    MM    MM    MM  MM  993.3   3.1    MM    MM   MM   MM    MM
BUFN6 2012 02 24 15 18 100  3.1  4.6    MM    MM    MM  MM  993.3   3.1    MM    MM   MM   MM    MM
